FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
58788.txt,https://www.poundingtherock.com,0.08522727272727273,www.poundingtherock.com,0.2714285714285714,0.0,com,1.0,1.0,1.0,0.7474835174602512,0.25,0.2,0.0,0.0,0.0,0.1588785046728972,0.680672268907563,0.0,0.0,0.0,0.0,0.0,0.0,0.06703910614525138,1.0,0.26081470800288387,0.11138741049962682,1.0,poundingtherock,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0273972602739726,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.228310502283105,0.057971014492753624,0.04456824512534819,0.18208661417322836,0.0,0.270935960591133,benign
809646.txt,https://www.kellerberrin.wa.gov.au,0.10227272727272727,www.kellerberrin.wa.gov.au,0.3142857142857143,0.0,au,1.0,0.5980861241461504,0.019287556049630998,0.7216481755488517,0.0,0.6000000000000001,0.0,0.0,0.0,0.16822429906542055,0.6542617046818728,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.39106145251396635,1.0,0.07408074981975488,0.10078426518740226,1.0,kellerberrinwgov,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0684931506849315,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.03424657534246575,0.2608695652173913,0.0807799442896936,0.19980314960629922,0.40476190476190477,0.20591133004926107,benign
406296.txt,https://www.stadtgarten.de,0.05681818181818182,www.stadtgarten.de,0.19999999999999998,0.0,de,1.0,1.0,0.06243996304506098,0.7264326346444426,0.0,0.2,0.0,0.0,0.0,0.11214953271028036,0.5762304921968788,0.0,0.0,0.0,0.0,0.0,0.0,0.10614525139664802,1.0,0.04668348954578226,0.005903555260502815,1.0,statgarten,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1461187214611872,0.014492753623188406,0.005571030640668524,0.09842519685039369,0.0,0.08177339901477831,benign
8064029.txt,https://noxioussweetconnections.carisss.repl.co/,0.18749999999999997,noxioussweetconnections.carisss.repl.co,0.5,0.0,co,0.35667388502480774,0.575757576336088,0.011430711114842389,0.8355518317709123,0.0,0.4,0.0,0.0,0.0,0.3364485981308411,0.9003601440576232,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.34636871508379885,1.0,0.008832011535688536,0.003169316515327115,1.0,noxioussweetnnectionscarisssrepl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019704433497536944,phishing
mw54973.txt,http://www.jerode.ga,0.02272727272727272,www.jerode.ga,0.1285714285714286,0.0,ga,0.6861266021324001,1.0,0.0004314341878318348,0.7452129659160424,0.0,0.2,0.0,0.0,0.0,0.06542056074766354,0.44177671068427377,0.0,0.0,0.0,0.0,0.0,0.0,0.17877094972067037,0.0,0.0008111031002162941,0.0006863726891181798,1.0,jerode,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
88270.txt,https://www.ytv.co.jp,0.02840909090909091,www.ytv.co.jp,0.1285714285714286,0.0,jp,1.0,0.575757576336088,0.04407111703015698,0.5513753052080121,0.0,0.4,0.0,0.0,0.0,0.05607476635514018,0.36014405762304924,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.441340782122905,1.0,0.012121485219899062,0.0002925522937225029,1.0,ytvco,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.057971014492753624,0.03899721448467967,0.005905511811023622,0.0,0.0009852216748768472,benign
118549.txt,https://www.today.uci.edu,0.05113636363636362,www.today.uci.edu,0.18571428571428572,0.0,edu,1.0,0.575757576336088,0.021994920321410823,0.7294935899781977,0.25,0.4,0.0,0.0,0.0,0.09345794392523364,0.5006002400960384,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.34636871508379885,1.0,0.022350396539293438,0.0024904451670736145,1.0,todayuci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02511415525114155,0.057971014492753624,0.016713091922005572,0.005905511811023622,0.0,0.02857142857142857,benign
519820.txt,https://www.spket.com,0.02840909090909091,www.spket.com,0.1285714285714286,0.0,com,1.0,1.0,1.0,0.761482356754835,0.25,0.2,0.0,0.0,0.0,0.06542056074766354,0.42016806722689076,0.0,0.0,0.0,0.0,0.0,0.0,0.16201117318435754,1.0,0.006984498918529199,0.0008664048698704893,1.0,spket,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00228310502283105,0.028985507246376812,0.019498607242339833,0.007874015748031496,0.0,0.0029556650246305416,benign
706281.txt,https://www.americanauctioneers.com,0.10795454545454544,www.americanauctioneers.com,0.3285714285714285,0.0,com,1.0,1.0,1.0,0.9217560767111257,0.25,0.2,0.0,0.0,0.0,0.19626168224299065,0.7418967587034815,0.0,0.0,0.0,0.0,0.0,0.0,0.04469273743016758,1.0,0.17398161499639508,0.000975174312408343,1.0,americanauctioneers,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.33105022831050224,0.37681159420289856,0.052924791086350974,0.000984251968503937,0.3214285714285714,0.05024630541871921,benign
8070406.txt,https://yrislfnb.qpoe.com/,0.0625,yrislfnb.qpoe.com,0.18571428571428572,0.0,com,0.4702789109177738,0.608391608142403,1.0,0.6705800128618709,0.25,0.2,0.0,0.0,0.0,0.14018691588785046,0.6926770708283314,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.5251396648044693,1.0,0.0014870223503965392,0.0003825683840986576,1.0,yrislfnbqpoe,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002785515320334262,0.0,0.0,0.0,benign
386807.txt,https://www.heramission.space,0.07386363636363635,www.heramission.space,0.24285714285714285,0.0,space,1.0,1.0,0.0006071824230346079,0.8130462635219567,0.75,0.2,0.0,0.0,0.0,0.14018691588785046,0.6434573829531813,0.0,0.0,0.0,0.0,0.0,0.0,0.08379888268156421,1.0,0.1390591204037491,0.055071093958045,1.0,heramission,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0410958904109589,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0502283105022831,0.043478260869565216,0.036211699164345405,0.08759842519685039,0.0,0.022660098522167486,benign
57166.txt,https://www.circlek.org,0.039772727272727265,www.circlek.org,0.15714285714285714,0.0,org,1.0,1.0,0.15291970600513935,0.8320458217219223,0.25,0.2,0.0,0.0,0.0,0.08411214953271028,0.4909963985594238,0.0,0.0,0.0,0.0,0.0,0.0,0.13407821229050276,1.0,0.04321377072819033,0.03009162887866206,1.0,circlek,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0410958904109589,0.08695652173913043,0.04178272980501393,0.07480314960629922,0.0,0.10147783251231526,benign
571426.txt,https://www.gunsmokenet.com,0.0625,www.gunsmokenet.com,0.21428571428571427,0.0,com,1.0,1.0,1.0,0.8088043557823522,0.25,0.2,0.0,0.0,0.0,0.12149532710280372,0.6002400960384154,0.0,0.0,0.0,0.0,0.0,0.0,0.0949720670391061,1.0,0.010409156452775774,0.0035181288655347144,1.0,gunsmokenet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228310502283105,0.014492753623188406,0.0,0.004921259842519685,0.05952380952380952,0.007881773399014778,benign
458533.txt,https://www.bocajnarima.com,0.0625,www.bocajnarima.com,0.21428571428571427,0.0,com,1.0,1.0,1.0,0.8568827478393627,0.25,0.2,0.0,0.0,0.0,0.12149532710280372,0.6002400960384154,0.0,0.0,0.0,0.0,0.0,0.0,0.0949720670391061,1.0,0.19799927901946648,0.014792644185148095,1.0,bocajnarima,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2602739726027397,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.504566210045662,0.014492753623188406,0.04735376044568245,0.1377952755905512,0.011904761904761904,0.07192118226600985,benign
635242.txt,https://www.raw-health-coach.com,0.09090909090909091,www.raw-health-coach.com,0.2857142857142857,0.0,com,1.0,0.28409090935123965,1.0,0.8007565368105699,0.25,0.2,0.0,0.0,0.0,0.14953271028037382,0.6194477791116447,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.4245810055865921,1.0,0.04023972602739726,0.03009162887866206,1.0,raw-health-ach,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0365296803652968,0.2608695652173913,0.13370473537604458,0.0531496062992126,0.011904761904761904,0.052216748768472904,benign
8080449.txt,https://soah-b6mz-v.firebaseapp.com/,0.11931818181818182,soah-b6mz-v.firebaseapp.com,0.3285714285714285,0.0,com,0.6411640217317438,0.4466403160194035,1.0,0.6727694980210497,0.25,0.2,0.0,0.0,0.0,0.205607476635514,0.7334933973589437,0.02,0.056,0.0,0.0,0.0,0.17391304347826086,0.6592178770949719,1.0,0.0,0.008454011154493866,1.0,soah-b6mz-vfirebaseapp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.002785515320334262,0.000984251968503937,0.0,0.0,phishing
8085660.txt,https://www.dlrect-smtb.jp.ap1.ib.commetryx.com/ibg/client/index_sp.php,0.31818181818181823,www.dlrect-smtb.jp.ap1.ib.commetryx.com,0.5,0.0,com,0.18447434420549502,0.17888563120767798,1.0,0.6313637635088858,0.25,1.0,0.0,0.0,0.0,0.4392523364485981,0.7947178871548621,0.02,0.028,0.0,0.0,0.0,0.4347826086956522,0.748603351955307,1.0,0.0,0.00020628687377868794,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
889919.txt,https://www.estamos.de,0.03409090909090909,www.estamos.de,0.14285714285714285,0.0,de,1.0,1.0,0.06243996304506098,0.8525867261310343,0.0,0.2,0.0,0.0,0.0,0.07476635514018691,0.4573829531812726,0.0,0.0,0.0,0.0,0.0,0.0,0.1508379888268156,1.0,0.010454217736121124,0.0008626541994381496,1.0,estamos,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0091324200913242,0.057971014492753624,0.005571030640668524,0.001968503937007874,0.0,0.003940886699507389,benign
mw66523.txt,http://www.b7a3a060b75c7dcba9c1078d4ead51f0dc.ws,0.1818181818181818,www.b7a3a060b75c7dcba9c1078d4ead51f0dc.ws,0.5285714285714286,0.0,ws,0.14746111191215738,0.026737968717549854,0.0006649364676823092,0.33545783816002056,0.0,0.2,0.0,0.0,0.0,0.16822429906542055,0.45978391356542625,0.34,0.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0004956741167988464,0.0008251474951147517,1.0,b7a3a060b75c7dcba9c1078d4ead51f0dc,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009852216748768472,phishing
545167.txt,https://www.airlinesupports.com,0.08522727272727273,www.airlinesupports.com,0.2714285714285714,0.0,com,1.0,1.0,1.0,0.7897513633060238,0.25,0.2,0.0,0.0,0.0,0.1588785046728972,0.680672268907563,0.0,0.0,0.0,0.0,0.0,0.0,0.06703910614525138,1.0,0.024242970439798124,0.008330239030226652,1.0,airlinesupports,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0182648401826484,0.014492753623188406,0.008356545961002786,0.027559055118110236,0.0,0.007881773399014778,benign
8003080.txt,http://198.98.58.123/,0.02840909090909091,198.98.58.123,0.1285714285714286,1.0,123,0.4168275677528251,0.292929292620753,0.0,0.0,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.08695652173913043,0.7206703910614523,0.0,0.0,0.001957849965681366,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.002785515320334262,0.0,0.0,0.0,benign
8002038.txt,https://ipfs.io/ipfs/bafybeidmmks6ka5vki6djnohox7mminfrzcjkw2mowpft7xtu2sjyxzi64/ufx!xch@,0.4147727272727273,ipfs.io,0.04285714285714285,0.0,io,0.05489458934114269,1.0,0.024721025971917384,0.4421975368994527,0.0,0.0,0.0,0.0,0.0,0.616822429906542,0.9003601440576232,0.18,0.204,0.0,0.0,0.0,0.17391304347826086,0.20111731843575414,1.0,0.00022530641672674837,0.10486499461778793,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
802710.txt,https://www.ackerstadtpalast.de,0.08522727272727273,www.ackerstadtpalast.de,0.2714285714285714,0.0,de,1.0,1.0,0.06243996304506098,0.7306429628312848,0.0,0.2,0.0,0.0,0.0,0.1588785046728972,0.680672268907563,0.0,0.0,0.0,0.0,0.0,0.0,0.06703910614525138,1.0,0.00815609228550829,0.0008101448133853926,1.0,ackerstatpalast,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00684931506849315,0.014492753623188406,0.013927576601671309,0.012795275590551181,0.0,0.006896551724137931,benign
178925.txt,https://www.mro.nmt.edu,0.039772727272727265,www.mro.nmt.edu,0.15714285714285714,0.0,edu,1.0,0.4545454541983471,0.021994920321410823,0.8340326670605397,0.25,0.4,0.0,0.0,0.0,0.07476635514018691,0.43697478991596644,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.39106145251396635,1.0,0.03830209084354722,0.00993177530483574,1.0,mronmt,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0684931506849315,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0684931506849315,0.2028985507246377,0.03899721448467967,0.10433070866141732,0.0,0.1103448275862069,benign
mw33.txt,http://www.aresync.com,0.03409090909090909,www.aresync.com,0.15714285714285714,0.0,com,0.8118817658246905,1.0,1.0,0.8669678793075505,0.25,0.2,0.0,0.0,0.0,0.08411214953271028,0.5150060024009604,0.0,0.0,0.0,0.0,0.0,0.0,0.1508379888268156,0.0,0.0,1.1252011297019343e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
583878.txt,https://www.shopfiire.com,0.05113636363636362,www.shopfiire.com,0.18571428571428572,0.0,com,1.0,1.0,1.0,0.7860433669868193,0.25,0.2,0.0,0.0,0.0,0.102803738317757,0.5498199279711886,0.0,0.0,0.0,0.0,0.0,0.0,0.11731843575418993,1.0,0.08408435472242248,0.014833901559903833,1.0,shopfiire,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2602739726027397,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.1050228310502283,0.15942028985507248,0.08913649025069638,0.04625984251968504,0.0,0.03152709359605911,benign
44799.txt,https://www.doc88.com,0.02840909090909091,www.doc88.com,0.1285714285714286,0.0,com,1.0,1.0,1.0,0.6974702765302229,0.25,0.2,0.0,0.0,0.0,0.04672897196261682,0.3001200480192077,0.04,0.2,0.0,0.0,0.0,0.0,0.16201117318435754,1.0,0.0274873828406633,0.0020328633743281616,1.0,doc88,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.02054794520547945,0.11594202898550725,0.03064066852367688,0.0688976377952756,0.011904761904761904,0.011822660098522167,benign
mw65236.txt,http://www.jab.oss-ap-southeast-1.aliyuncs.com,0.17045454545454544,www.jab.oss-ap-southeast-1.aliyuncs.com,0.5,0.0,com,0.5319416411601664,0.17888563120767798,1.0,0.7202707397667087,0.25,0.6000000000000001,0.0,0.0,0.0,0.2523364485981308,0.7202881152460985,0.02,0.044,0.0,0.0,0.0,0.21739130434782608,0.6256983240223464,0.0,0.0003604902667627974,0.00012752279469955256,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
100016.txt,https://www.hee.nhs.uk,0.03409090909090909,www.hee.nhs.uk,0.14285714285714285,0.0,uk,1.0,0.4545454541983471,0.0546081703614275,0.6782840251381607,0.0,0.4,0.0,0.0,0.0,0.06542056074766354,0.39975990396158473,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.41340782122905023,1.0,0.024468276856524872,0.02820879232162749,1.0,heenhs,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0410958904109589,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0182648401826484,0.11594202898550725,0.0584958217270195,0.03937007874015748,0.0,0.02167487684729064,benign
123366.txt,https://www.secondgeargames.com,0.08522727272727273,www.secondgeargames.com,0.2714285714285714,0.0,com,1.0,1.0,1.0,0.8769640495025177,0.25,0.2,0.0,0.0,0.0,0.1588785046728972,0.680672268907563,0.0,0.0,0.0,0.0,0.0,0.0,0.06703910614525138,1.0,0.027847873107426098,0.0007763887794943346,1.0,sendgeargames,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10273972602739725,0.08695652173913043,0.013927576601671309,0.06496062992125984,0.09523809523809523,0.014778325123152709,benign
431331.txt,https://www.usbirthcertificates.com,0.10795454545454544,www.usbirthcertificates.com,0.3285714285714285,0.0,com,1.0,1.0,1.0,0.7714780563935524,0.25,0.2,0.0,0.0,0.0,0.19626168224299065,0.7418967587034815,0.0,0.0,0.0,0.0,0.0,0.0,0.04469273743016758,1.0,0.02910958904109589,0.0021153781238396367,1.0,usbirthcertificates,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01141552511415525,0.014492753623188406,0.013927576601671309,0.07775590551181102,0.011904761904761904,0.004926108374384236,benign
447787.txt,https://www.dslweb.de,0.02840909090909091,www.dslweb.de,0.1285714285714286,0.0,de,1.0,1.0,0.06243996304506098,0.5106126642372023,0.0,0.2,0.0,0.0,0.0,0.06542056074766354,0.42016806722689076,0.0,0.0,0.0,0.0,0.0,0.0,0.16201117318435754,1.0,0.1456831290555155,0.010505627880983725,1.0,slweb,0.8333333333,0.8333333333,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0273972602739726,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0958904109589041,0.014492753623188406,0.013927576601671309,0.2608267716535433,0.0,0.09950738916256156,benign
mw77354.txt,http://www.constructiongst.com,0.07954545454545453,www.constructiongst.com,0.2714285714285714,0.0,com,0.8018928943037199,1.0,1.0,0.8318342151906015,0.25,0.2,0.0,0.0,0.0,0.1588785046728972,0.7034813925570228,0.0,0.0,0.0,0.0,0.0,0.0,0.07262569832402233,0.0,0.0,0.0017253083988762992,1.0,nstructiongst,0.8666666667,0.8666666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
mw56563.txt,http://www.westleyr.cf,0.03409090909090909,www.westleyr.cf,0.15714285714285714,0.0,cf,0.6767483124245883,1.0,0.00035532124157426815,0.6985775345989554,0.0,0.2,0.0,0.0,0.0,0.08411214953271028,0.5150060024009604,0.0,0.0,0.0,0.0,0.0,0.0,0.1508379888268156,0.0,0.0008111031002162941,0.0006938740299828594,1.0,westleyr,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
222002.txt,https://www.021.rs,0.011363636363636354,www.021.rs,0.08571428571428572,0.0,rs,1.0,1.0,0.000869561725208933,0.20651167502339712,0.0,0.2,0.0,0.0,0.0,0.009345794392523364,0.07082833133253302,0.06,0.352,0.0,0.0,0.0,0.0,0.21229050279329603,1.0,0.14762076423936554,0.0029667803119807668,1.0,21,0.6666666667,0.6666666667,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0273972602739726,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1872146118721461,0.028985507246376812,0.05013927576601671,0.2952755905511811,0.011904761904761904,0.29852216748768473,benign
392844.txt,https://www.brainy.games,0.04545454545454544,www.brainy.games,0.17142857142857143,0.0,games,1.0,1.0,0.00020041800924102963,0.718438066954926,0.75,0.2,0.0,0.0,0.0,0.09345794392523364,0.5222088835534214,0.0,0.0,0.0,0.0,0.0,0.0,0.12290502793296085,1.0,0.034291636625811105,0.0017065550467146003,1.0,brainy,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0958904109589041,0.043478260869565216,0.03064066852367688,0.00984251968503937,0.047619047619047616,0.11921182266009851,benign
547812.txt,https://www.irgendwie-nerdig.de,0.08522727272727273,www.irgendwie-nerdig.de,0.2714285714285714,0.0,de,1.0,0.5227272729008265,0.06243996304506098,0.6830102659688493,0.0,0.2,0.0,0.0,0.0,0.14953271028037382,0.6398559423769509,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.25698324022346364,1.0,0.09206020187454939,0.017695663099779085,1.0,irgenwie-nerig,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08447488584474885,0.13043478260869565,0.036211699164345405,0.15748031496062992,0.03571428571428571,0.15960591133004925,benign
838768.txt,https://www.peachstatearchaeologicalsociety.org,0.17613636363636362,www.peachstatearchaeologicalsociety.org,0.5,0.0,org,1.0,1.0,0.15291970600513935,0.8530211541176288,0.25,0.2,0.0,0.0,0.0,0.308411214953271,0.8607442977190877,0.0,0.0,0.0,0.0,0.0,0.0,0.00558659217877093,1.0,0.02226027397260274,0.0037169143984487228,1.0,peachstatearchaeologicalsociety,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00684931506849315,0.014492753623188406,0.022284122562674095,0.010826771653543307,0.0,0.004926108374384236,benign
404831.txt,https://www.jazzmasters.nl,0.05681818181818182,www.jazzmasters.nl,0.19999999999999998,0.0,nl,1.0,1.0,0.015682135507435264,0.6547448278025547,0.0,0.2,0.0,0.0,0.0,0.11214953271028036,0.5762304921968788,0.0,0.0,0.0,0.0,0.0,0.0,0.10614525139664802,1.0,0.04379956741167988,0.005520986876404158,1.0,jazzmasters,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0136986301369863,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.30365296803652964,0.0,0.005571030640668524,0.00984251968503937,0.0,0.18029556650246303,benign
8065409.txt,https://syk1pe9wox.firebaseapp.com/,0.11363636363636365,syk1pe9wox.firebaseapp.com,0.3142857142857143,0.0,com,0.6670783901920363,0.4793388432802404,1.0,0.6196462070552068,0.25,0.2,0.0,0.0,0.0,0.205607476635514,0.7551020408163266,0.04,0.114,0.0,0.0,0.0,0.08695652173913043,0.3631284916201116,1.0,0.004776496034607065,0.03038418117238456,1.0,syk1pe9woxfirebaseapp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029556650246305416,phishing
160122.txt,https://www.londondesignbiennale.com,0.11363636363636365,www.londondesignbiennale.com,0.3428571428571428,0.0,com,1.0,1.0,1.0,0.8141737947224503,0.25,0.2,0.0,0.0,0.0,0.205607476635514,0.7551020408163266,0.0,0.0,0.0,0.0,0.0,0.0,0.04469273743016758,1.0,0.09616077865897621,0.012204681586833646,1.0,londondesignbiennale,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02511415525114155,0.07246376811594203,0.06128133704735376,0.09350393700787402,0.0,0.041379310344827586,benign
790719.txt,https://www.honneur-au-scoutisme.com,0.11363636363636365,www.honneur-au-scoutisme.com,0.3428571428571428,0.0,com,1.0,0.3636363638677686,1.0,0.8345217710691561,0.25,0.2,0.0,0.0,0.0,0.18691588785046728,0.6854741896758704,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.3631284916201116,1.0,0.21615897620764238,0.007655118352405493,1.0,honneur-au-sutisme,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1643835616438356,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.03424657534246575,0.11594202898550725,0.025069637883008356,0.6348425196850394,0.7023809523809523,0.020689655172413793,benign
