URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,FILENAME,URL,Domain,TLD,Title,label
23,17,0,84.78444632,1.0,0.5229071,0.057462154,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,2,32,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw70083.txt,http://www.cjplogger.com,www.cjplogger.com,com,0,benign
22,15,0,100.0,1.0,0.5229071,0.065891816,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2193,9477,1,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,39,1,9,347,2,43,91992.txt,https://www.radware.com,www.radware.com,com,radware,benign
20,14,0,78.18181818,1.0,0.0326503,0.061197443,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,11,74,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mw79382.txt,http://www.erlegen.de,www.erlegen.de,de,erlegen,benign
26,20,0,61.67279412,0.923076923,0.0180132,0.014753016,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw29588.txt,http://www.f0535398.xsph.ru,www.f0535398.xsph.ru,ru,f0535398xsph,phishing
26,17,0,52.18836565,0.769230769,0.001502,0.047984494,3,1,0,0,0.0,15,0.577,0,0.0,0,0,0,3,0.115,1,16,110,1,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8077169.txt,https://ggsexpole.web.app/,ggsexpole.web.app,app,ggsexpoleweb,phishing
28,21,0,100.0,1.0,0.5229071,0.064890904,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,662,377,1,100.0,100.0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,65,6,11,71,23,48,843259.txt,https://www.classfmonline.com,www.classfmonline.com,com,classfmonline,benign
34,27,0,100.0,1.0,0.0101825,0.069115313,2,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,3570,1902,1,0.0,0.0,0,1,1,0,0,1,1,2,0,1,1,0,0,0,1,0,1,19,13,29,133,0,167,244562.txt,https://www.cornerstoneinsurance.ca,www.cornerstoneinsurance.ca,ca,ornerstoneinsurane,benign
23,16,0,100.0,1.0,0.5229071,0.050478879,3,1,0,0,0.0,9,0.391,1,0.043,0,0,0,1,0.043,1,7483,7543,1,100.0,100.0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,82,6,10,721,0,726,179201.txt,https://www.varzesh3.com,www.varzesh3.com,com,varzesh3,benign
92,16,0,19.41043084,0.916666667,0.5229071,0.025063426,3,1,1,9,0.098,35,0.38,39,0.424,0,0,3,7,0.109,1,3,204,0,0.0,1.298701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8080220.txt,https://s3.amazonaws.com/appforest_uf/f1678949673383x832048620362898600/index%20%284%29.html,s3.amazonaws.com,com,0,phishing
34,27,0,100.0,1.0,0.5229071,0.061070397,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1193,2503,1,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,1,25,2,20,81,6,94,511153.txt,https://www.medicalplasticsnews.com,www.medicalplasticsnews.com,com,medicalplasticsnews,benign
26,19,0,100.0,1.0,0.5229071,0.058311271,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,3600,17379,1,100.0,100.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,12,1,16,12,0,17,167651.txt,https://www.gitguardian.com,www.gitguardian.com,com,gitguardian,benign
36,28,0,63.42364532,0.541666667,0.5229071,0.056885502,3,1,0,0,0.0,25,0.694,1,0.028,0,0,0,2,0.056,1,191,2456,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7829706.txt,https://ormvoixregl1.firebaseapp.com/,ormvoixregl1.firebaseapp.com,com,0,phishing
26,19,0,100.0,1.0,0.5229071,0.069816862,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,621,868,1,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,18,27,16,79,0,12,403727.txt,https://www.crowncenter.com,www.crowncenter.com,com,crowncenter,benign
15,8,0,72.91666667,1.0,0.0017496,0.034559565,3,0,0,0,0.0,7,0.467,0,0.0,0,0,0,1,0.067,0,44,73,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8000782.txt,http://nmve.xyz/,nmve.xyz,xyz,nmve,phishing
51,45,0,72.68915895,0.297297297,0.5229071,0.05639785,3,3,0,0,0.0,33,0.647,1,0.02,0,0,0,6,0.118,0,10,64,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw65296.txt,http://www.maytheday.oss-ap-southeast-2.aliyuncs.com,www.maytheday.oss-ap-southeast-2.aliyuncs.com,com,0,benign
27,20,0,100.0,1.0,0.0799628,0.060847774,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2649,15774,1,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,27,3,14,89,0,22,763204.txt,https://www.dancetheyard.org,www.dancetheyard.org,org,dancetheyard,benign
19,12,0,100.0,1.0,0.5229071,0.062819271,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,11523,3757,1,100.0,100.0,1,0,1,0,0,1,0,22,0,1,1,1,1,1,1,0,1,181,7,49,145,3,19,773507.txt,https://www.olly.com,www.olly.com,com,olly,benign
31,24,0,100.0,1.0,0.5229071,0.063778944,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,534,1820,1,100.0,100.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,42,7,11,53,0,54,38869.txt,https://www.naturalearthdata.com,www.naturalearthdata.com,com,naturalearthdata,benign
34,25,0,66.69538462,0.80952381,0.5229071,0.044095497,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,68,80,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,op190.txt,https://att-104164.weeblysite.com/,att-104164.weeblysite.com,com,att-104164weeblysite,phishing
22,15,0,100.0,0.625,0.0100856,0.062284949,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,4140,1020,1,0.0,0.0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,11,2,4,331,0,11,160785.txt,https://www.frdc.com.au,www.frdc.com.au,au,frdccom,benign
19,12,0,100.0,1.0,0.0009815,0.03684609,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,592,3145,1,100.0,100.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,11,25,25,0,29,256994.txt,https://www.lukul.sk,www.lukul.sk,sk,lukul,benign
25,18,0,100.0,1.0,0.0069695,0.045474226,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,420,273,1,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,7,20,80,2,14,239501.txt,https://www.cityparkapp.pl,www.cityparkapp.pl,pl,cityarka,benign
64,25,0,14.33862939,0.6,0.0006227,0.028541331,4,1,0,0,0.0,33,0.516,16,0.25,2,1,0,5,0.125,0,2,72,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8053686.txt,http://tkmowpikuk.owl4fsrch.club/vnafvra97w/?q=3717065149&id=100,tkmowpikuk.owl4fsrch.club,club,0,phishing
55,47,0,32.81965848,0.227272727,0.0059772,0.036352669,2,2,0,0,0.0,22,0.4,18,0.327,0,0,0,7,0.127,1,17,665,1,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,8089721.txt,https://a04854e8-0cca-4b74-80e6-aacb14a4a5f7.id.repl.co,a04854e8-0cca-4b74-80e6-aacb14a4a5f7.id.repl.co,co,a04854e8-0cca-4b74-80e6-aacb14a4a5f7idrepl,phishing
24,17,0,100.0,1.0,0.0022943,0.057883109,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2305,6852,1,0.0,0.0,1,1,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,60,1,7,74,0,20,825767.txt,https://www.scandlines.dk,www.scandlines.dk,dk,scanlines,benign
24,17,0,100.0,1.0,0.5229071,0.062169499,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,556,521,1,100.0,100.0,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,0,1,39,5,5,41,12,13,137501.txt,https://www.hskonline.com,www.hskonline.com,com,hskonline,benign
28,21,0,100.0,1.0,0.0799628,0.067909274,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,740,5927,1,100.0,100.0,0,0,1,0,0,0,0,4,0,1,1,1,0,0,0,0,1,16,3,25,101,1,68,172246.txt,https://www.nutritioncare.org,www.nutritioncare.org,org,nutritioncare,benign
34,27,0,100.0,1.0,0.5229071,0.063779783,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,8418,9458,1,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,48,9,14,208,18,212,890792.txt,https://www.tileandstonejournal.com,www.tileandstonejournal.com,com,tileandstonejournal,benign
27,20,0,100.0,0.538461538,0.0141483,0.055437841,2,2,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,1,456,2808,1,0.0,0.0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,63,3,17,5,2,32,480933.txt,https://www.c.line-design.fr,www.c.line-design.fr,fr,cline-design,benign
40,33,0,100.0,1.0,0.5229071,0.065534568,3,1,0,0,0.0,27,0.675,0,0.0,0,0,0,1,0.025,1,329,630,1,0.0,0.0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,15,2,10,0,2,9,507550.txt,https://www.capeblancoheritagesociety.com,www.capeblancoheritagesociety.com,com,capeblanheritagesociety,benign
28,21,0,100.0,1.0,0.5229071,0.067312522,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,587,230,1,100.0,100.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,1,5,186,3,5,608275.txt,https://www.caterinaperez.com,www.caterinaperez.com,com,caterinaperez,benign
54,46,0,29.03511242,0.214285714,0.0009613,0.056210107,3,2,0,0,0.0,40,0.741,0,0.0,0,0,0,6,0.111,1,2,63,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7536227.txt,https://auth-document-shared.datingg-voice.workers.dev/,auth-document-shared.datingg-voice.workers.dev,dev,0,phishing
42,34,0,42.27385072,0.566666667,0.5229071,0.04904495,3,1,0,0,0.0,24,0.571,6,0.143,0,0,0,4,0.095,1,68,80,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8002708.txt,https://mail-service-100960.weeblysite.com/,mail-service-100960.weeblysite.com,com,mail-service-100960weeblysite,phishing
18,11,0,100.0,1.0,0.5229071,0.064067302,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,924,10597,1,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,8,1,8,74,0,6,45315.txt,https://www.aqr.com,www.aqr.com,com,aqr,benign
26,20,0,62.04044118,0.923076923,0.0180132,0.019862182,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw29689.txt,http://www.a0646498.xsph.ru,www.a0646498.xsph.ru,ru,a0646498xsph,phishing
45,37,0,26.69639768,0.909090909,0.001502,0.024818844,3,1,0,0,0.0,16,0.356,19,0.422,0,0,0,2,0.044,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8017971.txt,https://helpadcase1002405739503874569.web.app/,helpadcase1002405739503874569.web.app,app,helpadcase1002405739503874569web,phishing
30,23,0,100.0,1.0,0.5229071,0.058409715,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,5790,29722,1,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,1,100,4,16,185,0,275,58788.txt,https://www.poundingtherock.com,www.poundingtherock.com,com,poundingtherock,benign
33,26,0,100.0,0.684210526,0.0100856,0.056433177,2,3,0,0,0.0,18,0.545,0,0.0,0,0,0,3,0.091,1,1646,26895,1,0.0,0.0,1,1,1,0,0,1,0,5,1,1,1,1,0,0,1,1,0,15,18,29,203,34,209,809646.txt,https://www.kellerberrin.wa.gov.au,www.kellerberrin.wa.gov.au,au,kellerberrinwgov,benign
25,18,0,100.0,1.0,0.0326503,0.056799213,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1038,1598,1,0.0,0.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,64,1,2,100,0,83,406296.txt,https://www.stadtgarten.de,www.stadtgarten.de,de,statgarten,benign
48,39,0,38.76397107,0.666666667,0.0059772,0.065147399,2,2,0,0,0.0,36,0.75,0,0.0,0,0,0,4,0.083,1,198,869,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8064029.txt,https://noxioussweetconnections.carisss.repl.co/,noxioussweetconnections.carisss.repl.co,co,noxioussweetnnectionscarisssrepl,phishing
19,13,0,70.12345679,1.0,0.0002256,0.058236006,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,20,207,1,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw54973.txt,http://www.jerode.ga,www.jerode.ga,ga,jerode,phishing
20,13,0,100.0,0.666666667,0.0230451,0.043406417,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,271,102,1,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,14,6,0,1,88270.txt,https://www.ytv.co.jp,www.ytv.co.jp,jp,ytvco,benign
24,17,0,100.0,0.666666667,0.0115013,0.057033392,3,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,498,688,1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,11,4,6,6,0,29,118549.txt,https://www.today.uci.edu,www.today.uci.edu,edu,todayuci,benign
20,13,0,100.0,1.0,0.5229071,0.059480699,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,157,255,1,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,7,8,0,3,519820.txt,https://www.spket.com,www.spket.com,com,spket,benign
34,27,0,100.0,1.0,0.5229071,0.071742472,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,3863,284,1,100.0,100.0,1,0,1,1,1,1,2,0,0,1,1,1,0,0,1,0,1,145,26,19,1,27,51,706281.txt,https://www.americanauctioneers.com,www.americanauctioneers.com,com,americanauctioneers,benign
26,17,0,49.57764782,0.692307692,0.5229071,0.052526197,3,1,0,0,0.0,15,0.577,0,0.0,0,0,0,3,0.115,1,35,126,1,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8070406.txt,https://yrislfnb.qpoe.com/,yrislfnb.qpoe.com,com,yrislfnbqpoe,benign
28,21,0,100.0,1.0,0.0003175,0.063425606,5,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,3088,14707,1,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,22,3,13,89,0,23,386807.txt,https://www.heramission.space,www.heramission.space,space,heramission,benign
22,15,0,100.0,1.0,0.0799628,0.064879171,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,961,8047,1,100.0,100.0,1,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,18,6,15,76,0,103,57166.txt,https://www.circlek.org,www.circlek.org,org,circlek,benign
26,19,0,100.0,1.0,0.5229071,0.063101078,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,233,962,1,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5,5,8,571426.txt,https://www.gunsmokenet.com,www.gunsmokenet.com,com,gunsmokenet,benign
26,19,0,100.0,1.0,0.5229071,0.066779325,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,4396,3968,1,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,221,1,17,140,1,73,458533.txt,https://www.bocajnarima.com,www.bocajnarima.com,com,bocajnarima,benign
31,24,0,100.0,0.4375,0.5229071,0.062485378,3,1,0,0,0.0,16,0.516,0,0.0,0,0,0,3,0.097,1,895,8047,1,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,16,18,48,54,1,53,635242.txt,https://www.raw-health-coach.com,www.raw-health-coach.com,com,raw-health-ach,benign
36,27,0,65.8436214,0.565217391,0.5229071,0.052693704,3,1,0,0,0.0,22,0.611,1,0.028,0,0,0,5,0.139,1,2,2278,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,8080449.txt,https://soah-b6mz-v.firebaseapp.com/,soah-b6mz-v.firebaseapp.com,com,soah-b6mz-vfirebaseapp,phishing
71,39,0,22.37288136,0.35483871,0.5229071,0.04952595,3,5,0,0,0.0,47,0.662,1,0.014,0,0,0,11,0.155,1,2,79,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8085660.txt,https://www.dlrect-smtb.jp.ap1.ib.commetryx.com/ibg/client/index_sp.php,www.dlrect-smtb.jp.ap1.ib.commetryx.com,com,0,phishing
21,14,0,100.0,1.0,0.0326503,0.066450657,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,234,254,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,4,2,2,0,4,889919.txt,https://www.estamos.de,www.estamos.de,de,estamos,benign
47,41,0,18.84971743,0.235294118,0.0003477,0.026887608,2,1,0,0,0.0,18,0.383,17,0.362,0,0,0,1,0.021,0,13,244,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mw66523.txt,http://www.b7a3a060b75c7dcba9c1078d4ead51f0dc.ws,www.b7a3a060b75c7dcba9c1078d4ead51f0dc.ws,ws,b7a3a060b75c7dcba9c1078d4ead51f0dc,phishing
30,23,0,100.0,1.0,0.5229071,0.061643425,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,540,2245,1,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,8,1,3,28,0,8,545167.txt,https://www.airlinesupports.com,www.airlinesupports.com,com,airlinesupports,benign
20,13,1,44.48979592,0.444444444,0.0,0.001223339,3,2,0,0,0.0,0,0.0,10,0.5,0,0,0,3,0.15,0,2,546,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8003080.txt,http://198.98.58.123/,198.98.58.123,123,0,benign
88,7,0,10.03862439,1.0,0.0129268,0.03505375,2,0,0,0,0.0,66,0.75,9,0.102,0,0,0,5,0.057,1,7,27983,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8002038.txt,https://ipfs.io/ipfs/bafybeidmmks6ka5vki6djnohox7mminfrzcjkw2mowpft7xtu2sjyxzi64/ufx!xch@,ipfs.io,io,0,phishing
30,23,0,100.0,1.0,0.0326503,0.057121325,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,183,240,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,5,13,0,7,802710.txt,https://www.ackerstadtpalast.de,www.ackerstadtpalast.de,de,ackerstatpalast,benign
22,15,0,100.0,0.571428571,0.0115013,0.065031175,3,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,852,2672,1,0.0,0.0,0,0,1,0,0,1,0,5,0,1,1,0,0,0,0,0,1,30,14,14,106,0,112,178925.txt,https://www.mro.nmt.edu,www.mro.nmt.edu,edu,mronmt,benign
21,15,0,82.09366391,1.0,0.5229071,0.06755089,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,2,27,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw33.txt,http://www.aresync.com,www.aresync.com,com,0,benign
24,17,0,100.0,1.0,0.5229071,0.061359744,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1868,3979,1,100.0,100.0,1,0,1,0,0,1,0,19,0,1,1,1,0,1,1,0,1,46,11,32,47,0,32,583878.txt,https://www.shopfiire.com,www.shopfiire.com,com,shopfiire,benign
20,13,0,100.0,1.0,0.5229071,0.054583442,3,1,0,0,0.0,5,0.25,2,0.1,0,0,0,1,0.05,1,612,566,1,100.0,100.0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,9,8,11,70,1,12,44799.txt,https://www.doc88.com,www.doc88.com,com,doc88,benign
45,39,0,55.44711378,0.35483871,0.5229071,0.056327796,3,3,0,0,0.0,27,0.6,1,0.022,0,0,0,6,0.133,0,10,58,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw65236.txt,http://www.jab.oss-ap-southeast-1.aliyuncs.com,www.jab.oss-ap-southeast-1.aliyuncs.com,com,0,phishing
21,14,0,100.0,0.571428571,0.028555,0.053115594,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,545,7545,1,0.0,0.0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,0,8,8,21,40,0,22,100016.txt,https://www.hee.nhs.uk,www.hee.nhs.uk,uk,heenhs,benign
30,23,0,100.0,1.0,0.5229071,0.068315649,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,620,231,1,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45,6,5,66,8,15,123366.txt,https://www.secondgeargames.com,www.secondgeargames.com,com,sendgeargames,benign
34,27,0,100.0,1.0,0.5229071,0.060245422,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,648,588,1,100.0,100.0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,5,1,5,79,1,5,431331.txt,https://www.usbirthcertificates.com,www.usbirthcertificates.com,com,usbirthcertificates,benign
20,13,0,100.0,1.0,0.0326503,0.040287863,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,3235,2825,1,83.33333333,83.33333333,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,42,1,5,265,0,101,447787.txt,https://www.dslweb.de,www.dslweb.de,de,slweb,benign
29,23,0,81.14285714,1.0,0.5229071,0.064862982,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,2,484,1,86.66666667,86.66666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw77354.txt,http://www.constructiongst.com,www.constructiongst.com,com,nstructiongst,phishing
21,15,0,69.23076923,1.0,0.0001858,0.054668153,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,20,209,1,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw56563.txt,http://www.westleyr.cf,www.westleyr.cf,cf,westleyr,phishing
17,10,0,100.0,1.0,0.0004547,0.017022556,2,1,0,0,0.0,1,0.059,3,0.176,0,0,0,1,0.059,1,3278,815,1,66.66666667,66.66666667,1,0,1,1,0,1,0,2,0,1,1,0,0,0,0,0,1,82,2,18,300,1,303,222002.txt,https://www.021.rs,www.021.rs,rs,21,benign
23,16,0,100.0,1.0,0.0001048,0.056187587,5,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,763,479,1,100.0,100.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,42,3,11,10,4,121,392844.txt,https://www.brainy.games,www.brainy.games,games,brainy,benign
30,23,0,100.0,0.625,0.0326503,0.053477176,2,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,2045,4742,1,0.0,0.0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,37,9,13,160,3,162,547812.txt,https://www.irgendwie-nerdig.de,www.irgendwie-nerdig.de,de,irgenwie-nerig,benign
46,39,0,100.0,1.0,0.0799628,0.066483893,3,1,0,0,0.0,33,0.717,0,0.0,0,0,0,1,0.022,1,496,1015,1,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,8,11,0,5,838768.txt,https://www.peachstatearchaeologicalsociety.org,www.peachstatearchaeologicalsociety.org,org,peachstatearchaeologicalsociety,benign
25,18,0,100.0,1.0,0.0082003,0.051314723,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,974,1496,1,100.0,100.0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,133,0,2,10,0,183,404831.txt,https://www.jazzmasters.nl,www.jazzmasters.nl,nl,jazzmasters,benign
35,26,0,68.31032216,0.590909091,0.5229071,0.048629496,3,1,0,0,0.0,22,0.629,2,0.057,0,0,0,3,0.086,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8065409.txt,https://syk1pe9wox.firebaseapp.com/,syk1pe9wox.firebaseapp.com,com,syk1pe9woxfirebaseapp,phishing
35,28,0,100.0,1.0,0.5229071,0.063511868,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,2136,3278,1,100.0,100.0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,11,5,22,95,0,42,160122.txt,https://www.londondesignbiennale.com,www.londondesignbiennale.com,com,londondesignbiennale,benign
